Item type,Authors,Title,Date published
Journal Article,"Chretien S,Tyagi H",Multi-kernel unmixing and super-resolution using the modified matrix pencil method,2020
Journal Article,"Jiang TX,Huang TZ,Zhao XL,Deng LJ",Multi-dimensional imaging data recovery via minimizing the partial sum of tubal nuclear norm,2020
Journal Article,"Pickmann-Soto H,Arela-Perez S,Nina H,Valero E",Inverse maximal eigenvalues problems for Leslie and doubly Leslie matrices,2020
Journal Article,Miloloza Pandur M,Detecting a hyperbolic quadratic eigenvalue problem by using a subspace algorithm,2020
Journal Article,Hari V,On the complex Falk-Langemeyer method,2020
Journal Article,"Chang WC,Lin WW,Wang JN",Efficient methods of computing interior transmission eigenvalues for the elastic waves,2020
Journal Article,"Reynolds-Barredo JM,Peraza-Rodriguez H,Sanchez R,Tribaldos V",A novel efficient solver for Ampere's equation in general toroidal topologies based on singular value decomposition techniques,2020
Journal Article,"Bevilacqua R,Del Corso GM,Gemignani L",Fast QR iterations for unitary plus low rank matrices,2020
Journal Article,"Wang X,Che ML,Qi L,Wei Y",Modified gradient dynamic approach to the tensor complementarity problem,2020
Journal Article,"Zhang X,Ni Q,Ge Z",A convergent Newton algorithm for computing Z-eigenvalues of an almost nonnegative irreducible tensor,2020
Journal Article,"Wathen M,Greif C",A scalable approximate inverse block preconditioner for an incompressible magnetohydrodynamics model problem,2020
Journal Article,"Nesterov Y,Protasov V",Computing closest stable nonnegative matrix,2020
Journal Article,"Eldar YC,Liao W,Tang S",Sensor calibration for off-the-grid spectral estimation,2020
Journal Article,"Lu J,Wang Z",The full configuration interaction quantum Monte Carlo method through the lens of inexact power iteration,2020
Journal Article,"Liu Q,Zhao J,Li C,Li YT",An iterative algorithm based on strong $\Cal H$-tensors for identifying positive definiteness of irreducible homogeneous polynomial forms,2020
Journal Article,"He J,Li C,Wei Y",Pseudospectra localization sets of tensors with applications,2020
Journal Article,Dax A,A cross-product approach for low-rank approximations of large matrices,2020
Journal Article,"Imakura A,Morikuni K,Takayasu A",Verified partial eigenvalue computations using contour integrals for Hermitian generalized eigenproblems,2020
Journal Article,"Ogita T,Aishima K",Iterative refinement for singular value decomposition based on matrix multiplication,2020
Journal Article,"Manin V,Lang B",Cannon-type triangular matrix multiplication for the reduction of generalized HPD eigenproblems to standard form,2020
Journal Article,"Anguas LM,Bueno MI,Dopico F",Conditioning and backward errors of eigenvalues of homogeneous matrix polynomials under Moebius transformations,2020
Journal Article,"Ekstroem SE,Serra-Capizzano S",Eigenpairs of some particular band Toeplitz matrices: a comment,2020
Journal Article,Da Fonseca CM,Eigenpairs of some particular band Toeplitz matrices: a comment,2020
Journal Article,Khazanov VB,Computing the characteristics of the regular finite spectrum of a singular multiparameter polynomial matrix,2019
Journal Article,"De Teran F,Hernando C",A note on generalized companion pencils in the monomial basis,2020
Journal Article,"Wang X,Che ML,Wei Y",Neural network approach for solving nonsingular multi-linear tensor systems,2020
Journal Article,"Dong L,Li J",A class of complex nonsymmetric algebraic Riccati equations associated with H-matrix,2020
Journal Article,Zhang LT,"Modified block preconditioner for generalized saddle point matrices with highly singular(1,1) blocks",2020
Journal Article,"Chen H,Du L",Backward error bounds for polynomial eigenvalue problem solved by a Rayleigh-Ritz type contour integral-based eigensolver,2020
Journal Article,"Lang C,Gao R,Qiu C",On block triangular preconditioned iteration methods for solving the Helmholtz equation,2020
Journal Article,"Ladshaw A,Wiechert AI,Kim YH,Tsouris C,Yiacoumi S",Algorithms and algebraic solutions of decay chain differential equations for stable and unstable nuclide fractionation,2020
Journal Article,"Li C,Ma C,Xu X",A class of efficient parameterized shift-splitting preconditioners for block two-by-two linear systems,2020
Journal Article,"Itoh S,Sugihara M",Changing over stopping criterion for stable solving nonsymmetric linear equations by preconditioned conjugate gradient squared method,2020
Journal Article,"Wen CT,Chen X,Sun HW",A two-step inexact Newton-Chebyshev-like method for inverse eigenvalue problems,2020
Journal Article,"Fareed H,Singler JR",Error analysis of an incremental proper orthogonal decomposition algorithm for PDE simulation data,2020
Journal Article,"Cameron TR,Psarrakos P",On Householder sets for matrix polynomials,2020
Journal Article,"Ma RR,Bai ZJ",A structure-preserving one-sided Jacobi method for computing the SVD of a quaternion matrix,2020
Journal Article,Aishima K,A quadratically convergent algorithm for inverse generalized eigenvalue problems,2020
Journal Article,Huang R,A qd-type method for computing generalized singular values of BF matrix pairs with sign regularity to high relative accuracy,2020
Journal Article,"Gopalakrishnan J,Grubisic L,Ovall J",Spectral discretization errors in filtered subspace iteration,2020
Journal Article,"Yang Y,Tu L,Guo T,Chen J",Spectral properties of supra-Laplacian for partially interdependent networks,2020
Journal Article,"Bozorgmanesh H,Hajarian M",Solving tensor E-eigenvalue problem faster,2020
Journal Article,"Lv C,Ma C",A modified CG algorithm for solving generalized coupled Sylvester tensor equations,2020
Journal Article,"Ge X,Chen X,Vong SW",Inexact generalized Noda iterations for generalized eigenproblems,2020
Journal Article,Tianyu Y,Optimize a preconditioned block iterative eigensolver on sunway machine,2019
Journal Article,"Chen MF,Li Y",Improved global algorithms for maximal eigenpair,2019
Journal Article,"Liounis AJ,Christian JA,Robinson SB",Observations on the computation of eigenvalue and eigenvector Jacobians,2019
Journal Article,"Zhong HX,Chen GL",Thick restarting the weighted harmonic Golub-Kahan-Lanczos algorithm for the linear response eigenvalue problem,2019
Journal Article,"Feng Y,Xiao J,Gu M",Flip-flop spectrum-revealing QR factorization and its applications to singular value decomposition,2019
Journal Article,"Li CK,Zhang F",Eigenvalue continuity and Gersgorin's theorem,2019
Journal Article,"Le CT,Du TH,Nguyen TD",On the location of eigenvalues of matrix polynomials,2019
Journal Article,"Pathiraja S,Reich S",Discrete gradients for computational Bayesian inference,2019
Journal Article,"Djordjevic BD,Dincic NC",Classification and approximation of solutions to Sylvester matrix equation,2019
Journal Article,"Milicevic S,Kostic V,Cvetkovic L,Miedlar A",An implicit algorithm for computing the minimal Gersgorin set,2019
Journal Article,"Andjelic M,Da Fonseca CM",A short proof for a determinantal formula for generalized Fibonacci numbers,2019
Journal Article,"Lin L,Zepeda-Nunez L",Projection-based embedding theory for solving Kohn-Sham density functional theory,2019
Journal Article,"Liu H,Wen Z,Yang C,Zhang Y",Block algorithms with augmented Rayleigh-Ritz projections for large-scale eigenpair computation,2019
Journal Article,"Vladimirova AI,Girko V,Shevchuk LD",RAP-method (random perturbation method) for finding $S$-minimax control vectors and parameter estimates for some linear systems with random coefficients,2019
Journal Article,"Andreev VG,Avramenko DV",Optical signal processing from observed objects via the Prony least squares method with observation weighing,2019
Journal Article,"Koukouvinos C,Jbilou K,Mitrouli M,Turek O",An eigenvalue approach for estimating the generalized cross validation function for correlated matrices,2019
Journal Article,"Del Corso GM,Poloni F,Robol L,Vandebril R",When is a matrix unitary or Hermitian plus low rank?,2019
Journal Article,"Zhao K,Cheng L,Liao A,Li S",On inverse eigenvalue problems of quadratic palindromic systems with partially prescribed eigenstructure,2019
Journal Article,"Bai ZZ,Miao CQ",Computing eigenpairs of Hermitian matrices in perfect Krylov subspaces,2019
Journal Article,"Fenzi L,Michiels W",Polynomial (chaos) approximation of maximum eigenvalue functions: efficiency and limitations,2019
Journal Article,Paige C,Accuracy of the Lanczos process for the eigenproblem and solution of equations,2019
Journal Article,"Pickmann-Soto H,Arela S,Egana J,Carrasco Olivera D",On the inverse eigenproblem for symmetric and nonsymmetric arrowhead matrices,2019
Journal Article,"Miao S,Zhang J",On the UPSS method for non-Hermitian singular saddle point problems,2019
Journal Article,"Benson AR,Gleich DF",Computing tensor $Z$-eigenvectors with dynamical systems,2019
Journal Article,Hari V,On the global convergence of the complex HZ method,2019
Journal Article,"Meurant G,Tichy P",Approximating the extreme Ritz values and upper bounds for the $A$-norm of the error in CG,2019
Journal Article,Miao CQ,Filtered Krylov-like sequence method for symmetric eigenvalue problems,2019
Journal Article,"Wang XT,Jin ML",Inverse eigenvalue problem for quasi-tridiagonal matrices,2019
Journal Article,"Zhang LT,Li C,Li YT",A parameterized shift-splitting preconditioner for saddle point problems,2019
Journal Article,"Ma X,Song Y",Some bounds for the $Z$-eigenpair of nonnegative tensors,2019
Journal Article,"Xu WR,Bebiano N,Chen GL",On the construction of real non-selfadjoint tridiagonal matrices with prescribed three spectra,2019
Journal Article,Miloloza Pandur M,Preconditioned gradient iterations for the eigenproblem of definite matrix pairs,2019
Journal Article,"Yang K,Pouransari H,Darve E",Sparse hierarchical solvers with guaranteed convergence,2019
Journal Article,"Bentbib AH,Kanber A,Lachhab K",Generalized subspace iteration method for solving matrix pair eigenproblem,2019
Journal Article,"Ammar A,Jeribi A,Mahfoudhi K",Generalized trace pseudo-spectrum of matrix pencils,2019
Journal Article,"Chaysri T,Noutsos D",On the Perron-Frobenius theory of $M_v$-matrices and equivalent properties to eventually exponentially nonnegative matrices,2019
Journal Article,"Xu F,Huang Q,Chen S,Bing T",An adaptive multigrid method for semilinear elliptic equations,2019
Journal Article,Locsi L,"Introducing $p$-eigenvectors, exact solutions for some simple matrices",2019
Journal Article,Shams Solary M,A new aspect of comrade matrices by reachability matrices,2019
Journal Article,Ma WX,A generating scheme for conservation laws of discrete zero curvature equations and its application,2019
Journal Article,Xu F,A full multigrid method for the Steklov eigenvalue problem,2019
Journal Article,"Li C,Liu Q,Wei Y",Pseudospectra localizations for generalized tensor eigenvalues to seek more positive definite tensors,2019
Journal Article,"Liu Z,Chen S,Xu W,Zhang Y",The eigen-structures of real (skew) circulant matrices with some applications,2019
Journal Article,"Miao CQ,Liu H",Rayleigh quotient minimization method for symmetric eigenvalue problems,2019
Journal Article,"Teng Z,Lu L",A FEAST algorithm for the linear response eigenvalue problem,2019
Journal Article,Le CT,On Wielandt-Mirsky's conjecture for matrix polynomials,2019
Journal Article,"Shen Y,Xu H,Liu X",An alternating minimization method for robust principal component analysis,2019
Journal Article,"Iusem AN,Judice J,Sessa V,Sarabando P",Splitting methods for the eigenvalue complementarity problem,2019
Journal Article,"Ruymbeek K,Meerbergen K,Michiels W",Calculating the minimal/maximal eigenvalue of symmetric parameterized matrices using projection,2019
Journal Article,"Bebiano N,Furtado S",Nearness results for real tridiagonal 2-Toeplitz matrices,2019
Journal Article,Ikramov KD,Certain localization regions for the eigenvalues of a normal matrix,2019
Journal Article,Lei X,$^\gamma _\delta \Phi $-type inclusion set for eigenvalues of a tensor,2019
Journal Article,"Aragon Artacho FJ,Campoy R",Optimal rates of linear convergence of the averaged alternating modified reflections method for two subspaces,2019
Journal Article,Yin G,A contour-integral based method with Schur-Rayleigh-Ritz procedure for generalized eigenvalue problems,2019
Journal Article,"Ferrari P,Furci I,Hon S,Mursaleen MA,Serra-Capizzano S",The eigenvalue distribution of special 2-by-2 block matrix-sequences with applications to the case of symmetrized Toeplitz structures,2019
Journal Article,"Diao HA,Meng QL",Structured generalized eigenvalue condition numbers for parameterized quasiseparable matrices,2019
Journal Article,"Ohashi A,Sogabe T",On computing the minimum singular value of a tensor sum,2019
Journal Article,"Hochstenbach ME,Mehl C,Plestenjak B",Solving singular generalized eigenvalue problems by a rank-completing perturbation,2019
Journal Article,Chu W,Spectrum and eigenvectors for a class of tridiagonal matrices,2019
Journal Article,"Azizi Zadeh N,Tajaddini A,Wu G",Weighted and deflated global GMRES algorithms for solving large Sylvester matrix equations,2019
Journal Article,"Li Y,Lu J,Wang Z",Coordinatewise descent methods for leading eigenvalue problem,2019
Journal Article,"Elman HC,Su T",Low-rank solution methods for stochastic eigenvalue problems,2019
Journal Article,"Rippl M,Lang B,Huckle T",Parallel eigenvalue computation for banded generalized eigenvalue problems,2019
